0,0
1,127
2,126
3,123
4,120
5,116
6,113
7,110
8,107
9,104
10,101
11,98
12,95
13,92
14,89
15,86
16,83
17,80
18,77
19,74
20,71
21,69
22,66
23,63
24,61
25,58
26,55
27,53
28,50
29,48
30,45
31,43
32,41
33,38
34,36
35,34
36,32
37,30
38,28
39,26
40,24
41,23
42,21
43,19
44,18
45,16
46,15
47,13
48,12
49,11
50,10
51,8
52,7
53,7
54,6
55,5
56,4
57,3
58,3
59,2
60,2
61,2
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,2
73,2
74,3
75,4
76,5
77,6
78,6
79,7
80,9
81,10
82,11
83,12
84,14
85,15
86,17
87,18
88,20
89,22
90,23
91,25
92,27
93,29
94,31
95,33
96,35
97,37
98,40
99,42
100,44
101,47
102,49
103,52
104,54
105,57
106,60
107,62
108,65
109,68
110,70
111,73
112,76
113,79
114,82
115,85
116,88
117,91
118,94
119,97
120,100
121,103
122,106
123,109
124,112
125,115
126,119
127,122
128,125
129,128
130,129
131,132
132,135
133,139
134,142
135,145
136,148
137,151
138,154
139,157
140,160
141,163
142,166
143,169
144,172
145,175
146,178
147,181
148,184
149,186
150,189
151,192
152,194
153,197
154,200
155,202
156,205
157,207
158,210
159,212
160,214
161,217
162,219
163,221
164,223
165,225
166,227
167,229
168,231
169,232
170,234
171,236
172,237
173,239
174,240
175,242
176,243
177,244
178,245
179,247
180,248
181,248
182,249
183,250
184,251
185,252
186,252
187,253
188,253
189,253
190,253
191,253
192,253
193,253
194,253
195,253
196,253
197,253
198,253
199,253
200,254
201,254
202,253
203,252
204,251
205,250
206,250
207,249
208,247
209,246
210,245
211,244
212,242
213,241
214,239
215,238
216,236
217,234
218,233
219,231
220,229
221,227
222,225
223,223
224,221
225,219
226,216
227,214
228,212
229,209
230,207
231,204
232,202
233,199
234,196
235,194
236,191
237,188
238,186
239,183
240,180
241,177
242,174
243,171
244,168
245,165
246,162
247,159
248,156
249,153
250,150
251,147
252,144
253,141
254,137
255,134
